Tenure in Months,Monthly Charge,Contract,Paperless Billing,Payment Method,Unlimited Data,Avg Monthly GB Download,Number of Referrals
16,20.6,Month-to-Month,Yes,Credit Card,,22.0,0
68,113.15,Two Year,Yes,Bank Withdrawal,Yes,22.0,1
36,18.55,Two Year,Yes,Credit Card,,22.0,0
43,84.25,One Year,Yes,Bank Withdrawal,Yes,21.0,6
20,51.8,Month-to-Month,Yes,Credit Card,Yes,18.0,0
25,108.9,Two Year,No,Bank Withdrawal,Yes,51.0,0
15,99.1,Month-to-Month,Yes,Credit Card,Yes,20.0,0
26,45.45,Month-to-Month,No,Bank Withdrawal,Yes,42.0,0
67,104.6,Two Year,No,Bank Withdrawal,Yes,57.0,10
64,24.9,One Year,No,Credit Card,,22.0,6
13,93.8,Two Year,No,Credit Card,Yes,6.0,8
1,19.75,Month-to-Month,No,Credit Card,,21.0,0
64,19.55,Two Year,No,Credit Card,,22.0,0
35,100.8,One Year,Yes,Bank Withdrawal,Yes,3.0,4
38,84.25,Month-to-Month,Yes,Credit Card,Yes,41.0,0
61,84.9,One Year,No,Bank Withdrawal,Yes,48.0,3
72,110.8,Two Year,Yes,Credit Card,Yes,2.0,8
37,85.7,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,1
1,56.25,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
7,84.55,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,1
7,75.7,Month-to-Month,Yes,Bank Withdrawal,Yes,53.0,8
66,20.55,Two Year,No,Credit Card,,22.0,0
3,43.3,Month-to-Month,Yes,Bank Withdrawal,Yes,41.0,0
61,98.3,One Year,Yes,Credit Card,Yes,8.0,2
59,82.95,One Year,Yes,Credit Card,Yes,21.0,10
70,-3.0,Two Year,No,Credit Card,,22.0,2
3,80.4,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,1
2,80.15,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
32,18.95,Two Year,No,Credit Card,,22.0,2
46,84.25,Month-to-Month,No,Credit Card,No,21.0,0
24,74.4,One Year,No,Bank Withdrawal,Yes,30.0,10
57,74.35,Two Year,Yes,Bank Withdrawal,Yes,42.0,0
51,24.6,One Year,Yes,Bank Withdrawal,,22.0,0
42,79.9,Month-to-Month,No,Bank Withdrawal,Yes,14.0,0
3,21.2,One Year,No,Credit Card,,21.0,0
55,45.05,One Year,No,Bank Withdrawal,Yes,5.0,0
72,108.5,One Year,Yes,Bank Withdrawal,Yes,16.0,2
1,49.55,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,1
56,85.65,Two Year,Yes,Bank Withdrawal,Yes,30.0,8
62,89.1,Two Year,Yes,Credit Card,Yes,73.0,4
2,74.2,Two Year,Yes,Bank Withdrawal,Yes,14.0,1
2,50.2,Month-to-Month,Yes,Credit Card,No,28.0,0
65,108.65,Two Year,No,Bank Withdrawal,Yes,7.0,0
32,80.35,Month-to-Month,Yes,Bank Withdrawal,Yes,21.0,0
68,90.8,Two Year,Yes,Credit Card,Yes,21.0,1
72,104.45,One Year,Yes,Credit Card,No,12.0,5
52,91.25,One Year,No,Bank Withdrawal,Yes,12.0,0
26,98.35,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
66,19.7,Two Year,No,Bank Withdrawal,,22.0,0
48,70.55,One Year,Yes,Credit Card,Yes,8.0,7
3,34.25,Month-to-Month,No,Mailed Check,Yes,52.0,0
1,46.3,Two Year,No,Bank Withdrawal,Yes,21.0,0
72,109.2,Two Year,Yes,Bank Withdrawal,Yes,14.0,4
20,94.3,One Year,No,Credit Card,Yes,5.0,1
70,26.05,One Year,No,Credit Card,,22.0,0
11,70.2,Month-to-Month,No,Bank Withdrawal,Yes,8.0,0
43,60.0,Two Year,Yes,Bank Withdrawal,Yes,13.0,0
39,81.9,One Year,No,Bank Withdrawal,Yes,29.0,0
3,-4.0,Month-to-Month,No,Credit Card,Yes,15.0,1
3,74.1,Month-to-Month,Yes,Credit Card,Yes,24.0,1
27,95.6,Month-to-Month,Yes,Bank Withdrawal,Yes,24.0,0
2,70.15,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
7,49.75,One Year,Yes,Bank Withdrawal,Yes,85.0,4
68,95.9,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
4,80.25,One Year,Yes,Bank Withdrawal,No,4.0,0
21,97.35,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
12,86.55,Month-to-Month,Yes,Bank Withdrawal,No,25.0,0
47,73.6,Two Year,No,Bank Withdrawal,Yes,28.0,10
12,51.25,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,1
64,43.85,Month-to-Month,Yes,Bank Withdrawal,No,21.0,0
55,103.7,One Year,Yes,Bank Withdrawal,No,57.0,10
51,56.15,One Year,Yes,Bank Withdrawal,Yes,76.0,4
32,19.4,Month-to-Month,No,Bank Withdrawal,,22.0,1
19,61.55,Month-to-Month,Yes,Credit Card,Yes,8.0,0
37,28.6,Month-to-Month,No,Credit Card,Yes,10.0,0
23,-9.0,One Year,No,Bank Withdrawal,,22.0,0
65,79.4,Two Year,Yes,Bank Withdrawal,Yes,13.0,10
67,85.25,Two Year,Yes,Mailed Check,Yes,41.0,0
70,101.1,Two Year,Yes,Credit Card,Yes,19.0,10
4,84.6,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,0
1,44.4,Month-to-Month,No,Mailed Check,Yes,12.0,0
52,25.6,Two Year,No,Credit Card,,22.0,0
1,55.8,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
72,116.05,Two Year,Yes,Bank Withdrawal,No,13.0,5
70,80.15,Two Year,Yes,Credit Card,Yes,46.0,10
2,80.25,Month-to-Month,Yes,Bank Withdrawal,No,30.0,0
41,20.15,Two Year,No,Credit Card,,22.0,0
5,89.8,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
66,103.1,Month-to-Month,Yes,Bank Withdrawal,Yes,20.0,0
53,98.6,One Year,No,Credit Card,Yes,12.0,0
1,79.55,Month-to-Month,Yes,Credit Card,Yes,10.0,0
72,21.0,Two Year,No,Bank Withdrawal,,22.0,3
47,85.2,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
15,20.1,One Year,No,Credit Card,,22.0,0
1,39.65,Month-to-Month,Yes,Bank Withdrawal,No,8.0,0
12,20.05,Two Year,Yes,Bank Withdrawal,,22.0,10
2,49.25,Month-to-Month,Yes,Bank Withdrawal,Yes,51.0,0
26,38.85,Month-to-Month,No,Credit Card,No,23.0,4
7,69.45,One Year,No,Bank Withdrawal,Yes,29.0,1
10,98.5,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,1
72,108.1,Two Year,Yes,Bank Withdrawal,Yes,20.0,0
41,74.65,Month-to-Month,Yes,Bank Withdrawal,No,12.0,0
14,89.8,Month-to-Month,Yes,Credit Card,Yes,29.0,0
13,19.75,Two Year,Yes,Bank Withdrawal,,22.0,7
22,85.35,Two Year,No,Bank Withdrawal,Yes,27.0,7
48,95.4,Month-to-Month,Yes,Bank Withdrawal,Yes,46.0,0
11,84.8,Month-to-Month,Yes,Credit Card,Yes,5.0,0
66,19.95,Two Year,No,Credit Card,,22.0,0
35,20.6,One Year,No,Bank Withdrawal,,22.0,0
25,19.9,One Year,No,Credit Card,,22.0,0
2,20.1,Month-to-Month,No,Credit Card,,21.0,0
2,95.1,Month-to-Month,Yes,Credit Card,Yes,20.0,0
1,24.45,Month-to-Month,Yes,Mailed Check,Yes,2.0,0
69,74.1,Two Year,No,Credit Card,Yes,10.0,0
9,-4.0,Month-to-Month,No,Credit Card,No,10.0,0
69,19.4,Two Year,No,Credit Card,,22.0,0
45,20.4,One Year,Yes,Bank Withdrawal,,20.0,0
2,90.75,Month-to-Month,No,Credit Card,Yes,23.0,0
72,107.4,Two Year,Yes,Bank Withdrawal,Yes,18.0,0
23,44.95,Month-to-Month,Yes,Bank Withdrawal,No,14.0,0
7,51.3,Two Year,Yes,Credit Card,Yes,18.0,0
11,48.55,Month-to-Month,No,Credit Card,No,8.0,0
34,79.6,Month-to-Month,Yes,Credit Card,Yes,15.0,1
40,19.6,Two Year,No,Credit Card,,22.0,9
2,96.0,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
3,74.4,Month-to-Month,No,Bank Withdrawal,Yes,24.0,0
12,79.2,One Year,Yes,Bank Withdrawal,No,13.0,3
3,71.1,Two Year,No,Credit Card,Yes,22.0,0
72,54.2,Two Year,Yes,Bank Withdrawal,Yes,15.0,1
68,100.2,Month-to-Month,Yes,Bank Withdrawal,Yes,24.0,1
59,94.75,Month-to-Month,Yes,Bank Withdrawal,Yes,14.0,4
2,20.65,Month-to-Month,No,Mailed Check,,20.0,0
48,19.55,Two Year,No,Credit Card,,22.0,3
17,19.9,One Year,No,Bank Withdrawal,,22.0,0
72,24.8,Two Year,No,Credit Card,,22.0,1
17,70.8,Month-to-Month,Yes,Bank Withdrawal,Yes,52.0,0
65,109.3,Two Year,No,Bank Withdrawal,Yes,47.0,4
4,69.55,Month-to-Month,Yes,Credit Card,Yes,23.0,1
72,110.3,Two Year,Yes,Bank Withdrawal,Yes,51.0,10
36,55.8,One Year,No,Bank Withdrawal,No,5.0,0
4,20.15,Month-to-Month,Yes,Credit Card,,22.0,0
32,-7.0,One Year,Yes,Bank Withdrawal,Yes,69.0,6
18,56.25,Month-to-Month,No,Credit Card,No,17.0,0
63,99.65,One Year,Yes,Credit Card,Yes,16.0,2
2,71.3,Month-to-Month,Yes,Credit Card,Yes,3.0,0
72,115.75,Two Year,Yes,Credit Card,No,24.0,2
30,67.6,Month-to-Month,No,Bank Withdrawal,Yes,19.0,4
1,51.2,Month-to-Month,No,Credit Card,Yes,26.0,0
22,83.3,Month-to-Month,No,Bank Withdrawal,Yes,53.0,4
72,86.4,Two Year,Yes,Bank Withdrawal,Yes,41.0,6
12,78.95,Month-to-Month,Yes,Bank Withdrawal,No,56.0,0
70,110.2,Two Year,Yes,Bank Withdrawal,No,85.0,4
72,64.8,Two Year,Yes,Credit Card,Yes,18.0,9
7,95.35,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,0
64,104.4,Two Year,Yes,Bank Withdrawal,Yes,14.0,0
72,72.1,Two Year,No,Credit Card,Yes,18.0,5
70,25.35,Two Year,No,Credit Card,,22.0,6
6,55.0,Month-to-Month,Yes,Bank Withdrawal,Yes,58.0,0
13,78.3,Month-to-Month,Yes,Credit Card,No,22.0,0
9,70.05,Month-to-Month,Yes,Mailed Check,Yes,82.0,2
67,20.55,One Year,No,Bank Withdrawal,,22.0,0
52,48.8,Two Year,Yes,Credit Card,Yes,19.0,0
1,53.55,Month-to-Month,Yes,Credit Card,Yes,59.0,6
26,60.7,One Year,No,Credit Card,Yes,17.0,2
72,20.8,Two Year,Yes,Credit Card,,22.0,0
51,93.8,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,9
26,100.5,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
72,97.85,Two Year,Yes,Bank Withdrawal,Yes,24.0,7
3,88.3,Month-to-Month,Yes,Mailed Check,Yes,2.0,1
9,79.55,Two Year,Yes,Bank Withdrawal,No,15.0,0
72,114.65,Two Year,Yes,Bank Withdrawal,Yes,27.0,1
49,85.3,Month-to-Month,Yes,Credit Card,Yes,23.0,1
5,50.95,Month-to-Month,Yes,Credit Card,Yes,26.0,0
3,60.65,Month-to-Month,No,Credit Card,Yes,11.0,0
61,115.1,Two Year,No,Credit Card,Yes,12.0,3
2,29.85,Month-to-Month,No,Bank Withdrawal,Yes,11.0,0
72,104.15,One Year,Yes,Bank Withdrawal,Yes,59.0,1
61,104.0,One Year,No,Bank Withdrawal,Yes,48.0,0
58,109.45,Two Year,Yes,Bank Withdrawal,Yes,24.0,1
33,93.55,One Year,Yes,Bank Withdrawal,Yes,18.0,10
21,65.35,Month-to-Month,No,Bank Withdrawal,Yes,42.0,0
22,75.0,Month-to-Month,No,Bank Withdrawal,Yes,19.0,1
70,102.95,Month-to-Month,Yes,Bank Withdrawal,Yes,20.0,1
37,99.5,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,1
65,84.2,Two Year,Yes,Bank Withdrawal,Yes,16.0,8
4,20.05,Month-to-Month,Yes,Bank Withdrawal,,22.0,0
61,-6.0,Two Year,Yes,Bank Withdrawal,Yes,59.0,2
44,94.4,One Year,No,Bank Withdrawal,No,27.0,4
2,45.25,Month-to-Month,Yes,Bank Withdrawal,No,48.0,0
54,101.5,One Year,Yes,Credit Card,Yes,8.0,0
50,75.15,Two Year,Yes,Bank Withdrawal,Yes,18.0,3
36,99.15,Month-to-Month,Yes,Bank Withdrawal,No,7.0,0
31,20.1,One Year,No,Credit Card,,22.0,0
13,79.8,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
8,87.1,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
15,51.1,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,1
70,115.65,One Year,No,Credit Card,No,20.0,1
15,89.85,Month-to-Month,No,Bank Withdrawal,Yes,6.0,0
2,70.4,Month-to-Month,Yes,Credit Card,Yes,14.0,9
9,20.35,Two Year,No,Credit Card,,22.0,9
31,84.75,Month-to-Month,Yes,Credit Card,Yes,48.0,0
70,104.3,Two Year,Yes,Bank Withdrawal,No,30.0,9
1,90.6,Month-to-Month,No,Bank Withdrawal,Yes,22.0,0
2,20.05,Month-to-Month,No,Credit Card,,21.0,0
7,44.65,Month-to-Month,Yes,Bank Withdrawal,Yes,46.0,0
49,95.4,Month-to-Month,Yes,Bank Withdrawal,Yes,53.0,6
1,45.95,Month-to-Month,No,Mailed Check,Yes,19.0,0
4,19.6,Month-to-Month,No,Credit Card,,22.0,1
17,101.8,Two Year,Yes,Bank Withdrawal,No,25.0,0
61,19.75,Two Year,No,Credit Card,,22.0,6
26,20.25,Month-to-Month,Yes,Credit Card,,22.0,4
14,24.8,One Year,Yes,Credit Card,,22.0,0
23,88.45,Two Year,Yes,Bank Withdrawal,Yes,53.0,4
4,93.5,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,0
62,23.75,One Year,Yes,Credit Card,,22.0,6
27,90.15,Month-to-Month,No,Bank Withdrawal,Yes,59.0,1
45,100.85,Month-to-Month,Yes,Credit Card,Yes,3.0,0
42,95.55,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,3
2,86.85,Month-to-Month,Yes,Credit Card,No,11.0,3
45,24.65,Two Year,Yes,Credit Card,,22.0,5
3,88.35,Month-to-Month,Yes,Credit Card,Yes,10.0,0
29,20.2,Two Year,No,Credit Card,,22.0,5
19,50.1,Month-to-Month,No,Credit Card,No,13.0,10
38,79.45,Month-to-Month,Yes,Bank Withdrawal,No,13.0,1
61,24.1,Two Year,Yes,Credit Card,,22.0,9
1,18.85,Month-to-Month,No,Bank Withdrawal,,21.0,0
4,65.6,Month-to-Month,No,Bank Withdrawal,Yes,3.0,7
37,95.15,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,2
1,20.75,Month-to-Month,No,Credit Card,,21.0,0
60,59.85,Two Year,No,Credit Card,Yes,19.0,1
9,34.7,Month-to-Month,Yes,Credit Card,Yes,9.0,0
21,84.1,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,0
13,64.75,One Year,Yes,Bank Withdrawal,Yes,21.0,1
11,40.4,One Year,Yes,Credit Card,Yes,59.0,0
70,93.9,Two Year,No,Bank Withdrawal,Yes,14.0,1
23,19.65,One Year,Yes,Credit Card,,22.0,0
1,70.05,Two Year,Yes,Bank Withdrawal,Yes,5.0,0
27,19.6,Two Year,Yes,Mailed Check,,22.0,0
72,110.45,Two Year,Yes,Bank Withdrawal,Yes,18.0,1
65,100.15,One Year,Yes,Bank Withdrawal,Yes,6.0,8
66,89.0,One Year,No,Bank Withdrawal,Yes,8.0,10
6,19.65,Month-to-Month,No,Mailed Check,,22.0,0
54,60.0,Two Year,No,Bank Withdrawal,Yes,73.0,6
38,20.1,One Year,No,Credit Card,,22.0,0
47,95.05,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
60,79.0,One Year,No,Credit Card,Yes,3.0,0
61,89.65,Two Year,No,Bank Withdrawal,Yes,8.0,0
10,98.5,Month-to-Month,Yes,Bank Withdrawal,No,30.0,0
64,104.05,Two Year,Yes,Credit Card,Yes,8.0,1
64,70.15,One Year,Yes,Credit Card,Yes,26.0,5
35,76.05,One Year,Yes,Bank Withdrawal,Yes,17.0,6
3,74.45,Month-to-Month,No,Credit Card,No,5.0,0
67,75.1,One Year,No,Mailed Check,Yes,58.0,10
1,19.55,Month-to-Month,No,Mailed Check,,20.0,0
30,74.65,One Year,No,Credit Card,No,13.0,0
16,100.7,Month-to-Month,No,Bank Withdrawal,Yes,76.0,10
39,20.15,Two Year,No,Mailed Check,,22.0,0
4,58.5,Month-to-Month,Yes,Credit Card,Yes,52.0,9
1,70.1,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
41,20.65,Two Year,No,Credit Card,,22.0,9
29,70.9,One Year,No,Credit Card,Yes,47.0,0
63,24.2,Two Year,No,Credit Card,,22.0,0
56,94.45,Month-to-Month,Yes,Bank Withdrawal,Yes,51.0,0
3,76.05,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
44,106.05,One Year,Yes,Bank Withdrawal,Yes,41.0,0
3,20.25,One Year,No,Mailed Check,,21.0,0
2,19.25,Month-to-Month,No,Credit Card,,21.0,0
72,109.25,One Year,Yes,Bank Withdrawal,Yes,11.0,1
17,91.85,Month-to-Month,No,Bank Withdrawal,Yes,51.0,1
55,100.9,One Year,Yes,Credit Card,Yes,51.0,0
23,25.6,Two Year,Yes,Credit Card,,22.0,1
72,104.1,Two Year,Yes,Credit Card,No,25.0,4
21,58.85,One Year,Yes,Credit Card,Yes,30.0,1
47,85.3,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,1
49,25.25,Two Year,No,Credit Card,,22.0,8
67,20.05,Two Year,Yes,Bank Withdrawal,,22.0,7
1,49.0,Month-to-Month,No,Credit Card,Yes,17.0,0
1,69.95,Month-to-Month,No,Bank Withdrawal,Yes,16.0,0
62,79.95,Two Year,Yes,Credit Card,Yes,29.0,9
35,101.4,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
39,103.45,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
52,79.2,Two Year,No,Bank Withdrawal,Yes,12.0,5
20,105.85,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,3
17,19.35,One Year,No,Mailed Check,,22.0,3
9,74.65,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,0
67,116.2,Two Year,No,Credit Card,Yes,71.0,0
52,100.3,One Year,No,Bank Withdrawal,Yes,19.0,7
50,75.7,One Year,No,Bank Withdrawal,Yes,28.0,5
50,69.5,Two Year,No,Bank Withdrawal,Yes,2.0,0
17,89.15,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
72,85.3,Two Year,No,Bank Withdrawal,Yes,21.0,0
3,34.8,Month-to-Month,Yes,Credit Card,Yes,46.0,0
1,69.8,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,1
17,19.15,Two Year,No,Credit Card,,22.0,0
72,110.9,Two Year,Yes,Credit Card,Yes,14.0,6
71,91.25,Two Year,Yes,Credit Card,Yes,3.0,7
2,80.2,Month-to-Month,Yes,Bank Withdrawal,No,10.0,0
31,64.0,One Year,Yes,Bank Withdrawal,Yes,15.0,9
23,19.3,One Year,No,Credit Card,,22.0,3
24,20.1,One Year,No,Credit Card,,22.0,9
2,20.75,Month-to-Month,No,Credit Card,,21.0,0
1,25.1,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,0
59,100.05,Two Year,Yes,Credit Card,Yes,11.0,10
27,19.85,Two Year,No,Credit Card,,22.0,0
20,55.0,Month-to-Month,Yes,Credit Card,Yes,20.0,0
61,79.8,One Year,Yes,Bank Withdrawal,No,5.0,7
56,105.6,One Year,Yes,Credit Card,Yes,13.0,1
1,70.6,Month-to-Month,No,Credit Card,Yes,41.0,0
29,69.05,One Year,No,Bank Withdrawal,No,69.0,5
16,80.55,Month-to-Month,Yes,Credit Card,Yes,8.0,0
33,109.9,One Year,Yes,Bank Withdrawal,Yes,20.0,7
35,102.05,Two Year,No,Bank Withdrawal,Yes,10.0,1
14,70.2,Month-to-Month,No,Bank Withdrawal,Yes,17.0,0
3,19.95,Month-to-Month,No,Mailed Check,,21.0,0
72,19.4,Two Year,No,Bank Withdrawal,,22.0,8
47,100.5,Month-to-Month,Yes,Bank Withdrawal,Yes,14.0,3
26,19.65,Two Year,No,Credit Card,,22.0,4
24,54.6,One Year,No,Bank Withdrawal,Yes,85.0,0
4,80.1,Month-to-Month,Yes,Bank Withdrawal,Yes,82.0,0
32,74.9,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,2
16,19.3,One Year,Yes,Bank Withdrawal,,22.0,0
46,30.3,Month-to-Month,No,Bank Withdrawal,Yes,26.0,0
47,21.3,Two Year,Yes,Bank Withdrawal,,22.0,5
2,79.6,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,0
30,90.05,Two Year,Yes,Bank Withdrawal,Yes,27.0,8
7,29.8,One Year,No,Bank Withdrawal,Yes,13.0,10
2,80.6,Month-to-Month,No,Credit Card,Yes,20.0,0
22,50.35,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
25,88.95,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
26,19.6,One Year,Yes,Bank Withdrawal,,22.0,0
9,50.8,One Year,No,Mailed Check,Yes,14.0,0
41,81.3,Month-to-Month,Yes,Credit Card,Yes,19.0,0
22,19.95,One Year,No,Credit Card,,22.0,1
1,53.95,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
16,49.95,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,1
43,55.55,Month-to-Month,No,Credit Card,Yes,21.0,1
2,85.55,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
12,112.95,Month-to-Month,Yes,Mailed Check,Yes,23.0,0
37,96.55,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
67,19.8,Two Year,Yes,Credit Card,,22.0,0
49,55.35,One Year,Yes,Bank Withdrawal,Yes,52.0,3
29,25.1,Month-to-Month,Yes,Credit Card,Yes,22.0,0
72,79.55,Two Year,No,Credit Card,Yes,9.0,3
68,100.3,One Year,Yes,Bank Withdrawal,No,3.0,1
8,24.4,One Year,No,Mailed Check,,22.0,6
69,103.95,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,1
25,19.8,Two Year,No,Credit Card,,22.0,0
26,73.05,Month-to-Month,Yes,Bank Withdrawal,No,20.0,7
64,19.45,Two Year,No,Credit Card,,22.0,4
28,92.9,One Year,No,Bank Withdrawal,Yes,16.0,1
58,50.3,One Year,No,Credit Card,Yes,18.0,10
28,51.0,One Year,Yes,Bank Withdrawal,No,21.0,1
36,19.25,One Year,Yes,Bank Withdrawal,,22.0,0
56,98.6,Month-to-Month,No,Bank Withdrawal,Yes,28.0,0
23,19.8,One Year,No,Credit Card,,22.0,0
31,99.95,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,0
70,60.35,One Year,No,Bank Withdrawal,Yes,47.0,1
27,54.75,Month-to-Month,Yes,Credit Card,Yes,53.0,5
72,63.8,Two Year,Yes,Bank Withdrawal,Yes,22.0,8
2,19.85,Month-to-Month,No,Credit Card,,21.0,0
52,105.0,One Year,Yes,Bank Withdrawal,Yes,51.0,0
68,92.2,Two Year,Yes,Credit Card,Yes,20.0,4
68,107.7,Month-to-Month,Yes,Bank Withdrawal,Yes,48.0,2
46,74.8,Month-to-Month,Yes,Credit Card,Yes,69.0,0
11,58.95,Month-to-Month,Yes,Credit Card,No,10.0,0
1,69.55,Month-to-Month,Yes,Bank Withdrawal,Yes,48.0,0
41,55.7,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
2,24.3,Month-to-Month,No,Mailed Check,Yes,59.0,0
4,48.75,Two Year,No,Mailed Check,Yes,15.0,0
16,59.4,Month-to-Month,No,Bank Withdrawal,Yes,16.0,0
24,79.85,Two Year,Yes,Bank Withdrawal,Yes,28.0,6
51,44.45,Month-to-Month,Yes,Credit Card,Yes,2.0,0
54,61.0,One Year,Yes,Bank Withdrawal,Yes,59.0,0
43,99.3,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,8
52,19.85,Two Year,No,Mailed Check,,22.0,1
29,55.35,One Year,Yes,Credit Card,Yes,57.0,6
26,95.85,One Year,Yes,Bank Withdrawal,Yes,4.0,0
13,81.15,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,0
20,20.65,One Year,No,Credit Card,,22.0,8
53,84.6,One Year,Yes,Bank Withdrawal,Yes,18.0,0
44,50.15,Month-to-Month,Yes,Credit Card,Yes,22.0,0
70,25.15,Two Year,No,Credit Card,,22.0,0
4,79.0,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
1,80.55,Month-to-Month,Yes,Bank Withdrawal,No,19.0,0
1,94.0,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,0
41,19.75,One Year,Yes,Credit Card,,22.0,0
68,76.75,One Year,No,Credit Card,Yes,29.0,0
61,43.7,One Year,No,Credit Card,Yes,8.0,0
17,89.4,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,1
5,19.55,One Year,No,Bank Withdrawal,,22.0,0
1,24.8,Month-to-Month,No,Bank Withdrawal,Yes,29.0,0
37,70.35,Month-to-Month,Yes,Credit Card,Yes,25.0,0
22,80.15,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,5
22,40.05,Month-to-Month,No,Mailed Check,Yes,18.0,5
67,54.9,Month-to-Month,No,Bank Withdrawal,Yes,28.0,0
60,50.8,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,0
48,29.9,One Year,No,Bank Withdrawal,Yes,19.0,0
6,49.25,One Year,Yes,Credit Card,Yes,48.0,0
3,20.0,Month-to-Month,No,Mailed Check,,21.0,0
38,103.65,Month-to-Month,Yes,Bank Withdrawal,No,27.0,0
14,19.75,One Year,No,Credit Card,,22.0,6
65,89.75,One Year,No,Bank Withdrawal,Yes,16.0,5
52,89.25,Two Year,Yes,Credit Card,Yes,30.0,0
48,111.45,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,9
35,83.15,Month-to-Month,No,Bank Withdrawal,Yes,6.0,0
72,108.2,Two Year,Yes,Bank Withdrawal,Yes,71.0,10
61,106.45,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0
1,-7.0,Month-to-Month,No,Credit Card,Yes,11.0,0
60,94.15,One Year,No,Bank Withdrawal,Yes,76.0,1
3,24.6,Month-to-Month,No,Credit Card,,21.0,0
18,80.55,Month-to-Month,Yes,Credit Card,Yes,14.0,0
31,50.05,One Year,Yes,Bank Withdrawal,Yes,5.0,0
2,70.75,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
38,89.1,One Year,Yes,Mailed Check,No,18.0,0
11,25.2,One Year,No,Bank Withdrawal,,22.0,0
64,97.0,One Year,No,Bank Withdrawal,Yes,11.0,9
60,80.55,One Year,No,Credit Card,Yes,18.0,0
2,53.85,Month-to-Month,Yes,Credit Card,Yes,21.0,0
60,64.75,One Year,No,Bank Withdrawal,No,27.0,0
5,90.8,Month-to-Month,Yes,Bank Withdrawal,Yes,51.0,0
57,54.65,One Year,Yes,Credit Card,Yes,20.0,0
16,63.05,Month-to-Month,Yes,Bank Withdrawal,No,23.0,0
66,105.95,One Year,Yes,Credit Card,Yes,11.0,1
10,20.0,Month-to-Month,No,Bank Withdrawal,,22.0,0
13,20.4,Two Year,Yes,Credit Card,,22.0,0
